         88290065 function calls (88037980 primitive calls) in 34.109 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       49    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.001    0.001 _manylinux.py:1(<module>)
        9    0.000    0.000    0.001    0.000 typing.py:2815(__new__)
     2283    0.001    0.000    0.001    0.000 typing.py:1226(_is_dunder)
      406    0.000    0.000    0.001    0.000 typing.py:670(<genexpr>)
       26    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       76    0.000    0.000    0.001    0.000 pathlib.py:868(__new__)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
      144    0.000    0.000    0.001    0.000 __init__.py:727(add)
       72    0.000    0.000    0.001    0.000 __init__.py:2874(insert_on)
      425    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
     3984    0.001    0.000    0.001    0.000 _parser.py:247(match)
       11    0.000    0.000    0.001    0.000 typing.py:2795(_make_nmtuple)
       76    0.000    0.000    0.001    0.000 pathlib.py:504(_from_parts)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        3    0.000    0.000    0.001    0.000 glob.py:13(glob)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        8    0.000    0.000    0.001    0.000 __init__.py:798(children)
        1    0.000    0.000    0.001    0.001 secrets.py:1(<module>)
      156    0.000    0.000    0.001    0.000 __init__.py:402(<genexpr>)
      8/4    0.000    0.000    0.001    0.000 glob.py:60(_iglob)
       72    0.000    0.000    0.001    0.000 __init__.py:795(joinpath)
      686    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      148    0.001    0.000    0.001    0.000 pathlib.py:56(parse_parts)
       37    0.000    0.000    0.001    0.000 typing.py:1615(__getitem__)
       48    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
      651    0.000    0.000    0.001    0.000 typing.py:159(_type_convert)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 runtime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ini_loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
      614    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      852    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.001    0.000 scalarstring.py:1(<module>)
        1    0.000    0.000    0.001    0.001 environment.py:142(Environment)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      293    0.000    0.000    0.001    0.000 __init__.py:178(sub)
      156    0.000    0.000    0.001    0.000 __init__.py:406(<genexpr>)
       65    0.000    0.000    0.001    0.000 typing.py:1586(__getitem__)
      374    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
     2124    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
    11227    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
        7    0.000    0.000    0.001    0.000 enum.py:1646(convert_class)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       31    0.001    0.000    0.001    0.000 inspect.py:867(cleandoc)
     1062    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
     3814    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        3    0.000    0.000    0.001    0.000 glob.py:105(_glob1)
        2    0.000    0.000    0.001    0.000 _yaml_api.py:11(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:2288(declare_namespace)
        2    0.000    0.000    0.001    0.000 main.py:71(__init__)
       73    0.000    0.000    0.001    0.000 __init__.py:1461(_get_metadata_path)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
      234    0.000    0.000    0.001    0.000 enum.py:1504(__and__)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
      354    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 idtracking.py:1(<module>)
       73    0.000    0.000    0.001    0.000 __init__.py:1545(_fn)
      248    0.000    0.000    0.001    0.000 typing.py:1536(<genexpr>)
        2    0.000    0.000    0.001    0.000 main.py:648(official_plug_ins)
      144    0.000    0.000    0.001    0.000 version.py:229(__str__)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
     2606    0.001    0.000    0.001    0.000 _parser.py:158(__len__)
     2101    0.001    0.000    0.001    0.000 _parser.py:170(append)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       13    0.000    0.000    0.001    0.000 enum.py:488(__new__)
      296    0.000    0.000    0.001    0.000 typing.py:245(_collect_parameters)
      156    0.000    0.000    0.001    0.000 __init__.py:101(<genexpr>)
      216    0.000    0.000    0.001    0.000 <frozen ntpath>:231(splitext)
      503    0.000    0.000    0.001    0.000 _compiler.py:396(_simple)
        1    0.000    0.000    0.001    0.001 fnmatch.py:1(<module>)
        2    0.000    0.000    0.001    0.000 emitter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 compiler.py:300(CodeGenerator)
      463    0.001    0.000    0.001    0.000 _compiler.py:214(_compile_charset)
       25    0.000    0.000    0.001    0.000 typing.py:1600(__getitem_inner__)
       69    0.000    0.000    0.001    0.000 nodes.py:57(__new__)
       58    0.000    0.000    0.001    0.000 typing.py:818(__init__)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
      419    0.000    0.000    0.001    0.000 __init__.py:89(find_spec)
     2066    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1032(__exit__)
        1    0.000    0.000    0.001    0.001 winterm.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
        3    0.000    0.000    0.001    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
     1188    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
        1    0.000    0.000    0.001    0.001 termui.py:1(<module>)
     1707    0.001    0.000    0.001    0.000 _parser.py:284(tell)
       48    0.000    0.000    0.001    0.000 __init__.py:2334(file_ns_handler)
        2    0.000    0.000    0.001    0.000 reader.py:1(<module>)
       58    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:977(exec_module)
     3173    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      267    0.000    0.000    0.001    0.000 enum.py:691(__call__)
      144    0.000    0.000    0.001    0.000 __init__.py:1372(safe_name)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
     2066    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1028(__enter__)
       13    0.000    0.000    0.001    0.000 pathlib.py:1008(stat)
     3036    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
      423    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
       72    0.000    0.000    0.001    0.000 pathlib.py:757(joinpath)
        1    0.000    0.000    0.001    0.001 __init__.py:421(PercentStyle)
      401    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:922(find_spec)
        3    0.000    0.000    0.001    0.000 __init__.py:443(__getattr__)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
        1    0.000    0.000    0.001    0.001 loaders.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
       72    0.000    0.000    0.001    0.000 pathlib.py:530(_make_child)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1192(dataclass)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1209(wrap)
        1    0.000    0.000    0.001    0.001 py3k.py:1(<module>)
        1    0.001    0.001    0.001    0.001 more.py:3579(callback_iter)
        1    0.000    0.000    0.001    0.001 dataclasses.py:884(_process_class)
        6    0.000    0.000    0.001    0.000 enum.py:913(<listcomp>)
        1    0.000    0.000    0.001    0.001 django_dynaconf_v2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 json_loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cyaml.py:1(<module>)
      648    0.000    0.000    0.001    0.000 __init__.py:2667(key)
      216    0.000    0.000    0.001    0.000 <frozen genericpath>:121(_splitext)
        1    0.000    0.000    0.001    0.001 validator.py:1(<module>)
     3455    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 __init__.py:149(EntryPoint)
        1    0.000    0.000    0.000    0.000 __init__.py:21(_set_platform_dir_class)
      169    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ansitowin32.py:72(AnsiToWin32)
        4    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
      123    0.000    0.000    0.000    0.000 typing.py:301(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       55    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 _elffile.py:1(<module>)
     2072    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      365    0.000    0.000    0.000    0.000 _parser.py:444(_uniq)
      144    0.000    0.000    0.000    0.000 __init__.py:877(normalize)
       72    0.000    0.000    0.000    0.000 _functools.py:89(pass_none)
        3    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
      768    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
     4008    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:2432(EntryPoint)
        6    0.000    0.000    0.000    0.000 getlimits.py:34(__init__)
       62    0.000    0.000    0.000    0.000 default_settings.py:28(get)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sysconfig.py:185(_safe_realpath)
       50    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
      144    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
       25    0.000    0.000    0.000    0.000 typing.py:1581(copy_with)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
     1037    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      476    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
      164    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:32(Markup)
      222    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
      419    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        2    0.000    0.000    0.000    0.000 util.py:20(force_path)
      246    0.000    0.000    0.000    0.000 _parser.py:367(_escape)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
      317    0.000    0.000    0.000    0.000 function_base.py:469(_add_docstring)
        3    0.000    0.000    0.000    0.000 glob.py:175(_listdir)
     3420    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
       72    0.000    0.000    0.000    0.000 __init__.py:2900(<listcomp>)
      156    0.000    0.000    0.000    0.000 __init__.py:107(read)
        4    0.000    0.000    0.000    0.000 util.py:1(<module>)
      191    0.000    0.000    0.000    0.000 _parser.py:307(_class_escape)
     3420    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       72    0.000    0.000    0.000    0.000 _functools.py:99(wrapper)
       83    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      103    0.000    0.000    0.000    0.000 typing.py:1624(<genexpr>)
     1289    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
       10    0.000    0.000    0.000    0.000 pathlib.py:1261(is_file)
        6    0.000    0.000    0.000    0.000 glob.py:141(_iterdir)
       26    0.000    0.000    0.000    0.000 core.py:6820(__init__)
       72    0.000    0.000    0.000    0.000 __init__.py:957(_name_from_stem)
      345    0.000    0.000    0.000    0.000 tokens.py:221(__init__)
        2    0.000    0.000    0.000    0.000 _common.py:47(get_package)
  152/105    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 nodes.py:103(Node)
        1    0.000    0.000    0.000    0.000 wintypes.py:1(<module>)
      370    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       26    0.000    0.000    0.000    0.000 core.py:6825(getdoc)
     1120    0.000    0.000    0.000    0.000 __init__.py:2128(__call__)
       73    0.000    0.000    0.000    0.000 __init__.py:1551(_validate_resource_path)
      356    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        2    0.000    0.000    0.000    0.000 _common.py:42(resolve)
        9    0.000    0.000    0.000    0.000 __init__.py:815(mtime)
     1076    0.000    0.000    0.000    0.000 typing.py:1345(__eq__)
