+-----------------+---------+--------------+---------+----------+--------+----------+----------+
| variable        |   count |   null_count |    mean |      std |    min |      max |   median |
| restact         |   68846 |        67663 |       2 |        2 |      1 |        7 |        1 |
| palefull        |   68846 |        64399 |       6 |        2 |      1 |        7 |        7 |
| pray            |   68846 |        29078 |       3 |        2 |      1 |        6 |        2 |
| dejavu          |   68846 |        64961 |       2 |        1 |      1 |        4 |        2 |
| esp             |   68846 |        64959 |       2 |        1 |      1 |        4 |        2 |
| visions         |   68846 |        64989 |       1 |        1 |      1 |        4 |        1 |
| spirits         |   68846 |        63778 |       2 |        1 |      1 |        4 |        1 |
| grace           |   68846 |        62287 |       2 |        1 |      1 |        4 |        1 |
| neargod         |   68846 |        58837 |       2 |        1 |      1 |        5 |        2 |
| judge           |   68846 |        66821 |       2 |        1 |      1 |        4 |        2 |
| redeemer        |   68846 |        66841 |       2 |        1 |      1 |        4 |        1 |
| lover           |   68846 |        66861 |       2 |        1 |      1 |        4 |        2 |
| master          |   68846 |        66829 |       2 |        1 |      1 |        4 |        1 |
| mother          |   68846 |        66859 |       3 |        1 |      1 |        4 |        3 |
| creator         |   68846 |        66820 |       1 |        1 |      1 |        4 |        1 |
| father          |   68846 |        66826 |       2 |        1 |      1 |        4 |        1 |
| spouse          |   68846 |        66862 |       3 |        1 |      1 |        4 |        3 |
| friend          |   68846 |        66819 |       2 |        1 |      1 |        4 |        1 |
| king            |   68846 |        66834 |       2 |        1 |      1 |        4 |        1 |
| liberatr        |   68846 |        66871 |       2 |        1 |      1 |        4 |        2 |
| healer          |   68846 |        66826 |       1 |        1 |      1 |        4 |        1 |
| mapa            |   68846 |        52394 |       6 |        2 |      1 |        7 |        6 |
| mastersp        |   68846 |        52629 |       2 |        2 |      1 |        7 |        2 |
| judgeluv        |   68846 |        52591 |       3 |        2 |      1 |        7 |        3 |
| frndking        |   68846 |        52423 |       4 |        2 |      1 |        7 |        4 |
| crtrheal        |   68846 |        65022 |       3 |        2 |      1 |        7 |        4 |
| rdeemlib        |   68846 |        65056 |       3 |        2 |      1 |        7 |        3 |
| popespks        |   68846 |        64155 |       2 |        1 |      1 |        5 |        2 |
| relig16         |   68846 |         3542 |       2 |        1 |      1 |       13 |        1 |
| denom16         |   68846 |        29762 |      34 |       19 |     10 |       70 |       28 |
| oth16           |   68846 |        61738 |      52 |       23 |      1 |      216 |       56 |
| othjew16        |   68846 |        68412 |       3 |        0 |      2 |        3 |        3 |
| jew16           |   68846 |        67980 |       3 |        1 |      1 |        5 |        3 |
| jew16aj         |   68846 |        68845 |       3 |      nan |      3 |        3 |        3 |
| fund16          |   68846 |         5326 |       2 |        1 |      1 |        3 |        2 |
| sprel           |   68846 |        41744 |       2 |        2 |      1 |       13 |        1 |
| spden           |   68846 |        52802 |      38 |       20 |     10 |       70 |       35 |
| spother         |   68846 |        65379 |      54 |       25 |      1 |      217 |       58 |
| spothjew        |   68846 |        68840 |       3 |        1 |      1 |        3 |        3 |
| spjew           |   68846 |        68568 |       3 |        1 |      1 |        5 |        3 |
| spjewaj         |   68846 |        68845 |       4 |      nan |      4 |        4 |        4 |
| spfund          |   68846 |        42687 |       2 |        1 |      1 |        3 |        2 |
| sprel16         |   68846 |        51911 |       1 |        1 |      1 |        5 |        1 |
| spden16         |   68846 |        57865 |      35 |       18 |     10 |       70 |       28 |
| spoth16         |   68846 |        66811 |      51 |       22 |      1 |      139 |       46 |
| spjew16         |   68846 |        68738 |       2 |        1 |      1 |        4 |        2 |
| spfund16        |   68846 |        52336 |       2 |        1 |      1 |        3 |        2 |
| corel           |   68846 |        67661 |       3 |        2 |      1 |       13 |        2 |
| coden           |   68846 |        68490 |      40 |       23 |     10 |       70 |       38 |
| coother         |   68846 |        68799 |      60 |       38 |     12 |      214 |       58 |
| cojew           |   68846 |        68827 |       3 |        1 |      2 |        4 |        4 |
| cofund          |   68846 |        67730 |       2 |        1 |      1 |        3 |        2 |
| tithing         |   68846 |        64871 |     918 |     6954 |      0 |    99997 |      100 |
| prayer          |   68846 |        35104 |       2 |        0 |      1 |        2 |        2 |
| prayery         |   68846 |        68142 |       2 |        1 |      1 |        3 |        3 |
| prayerx         |   68846 |        68118 |       2 |        1 |      1 |        4 |        2 |
| bible           |   68846 |        33060 |       2 |        1 |      1 |        4 |        2 |
| bibley          |   68846 |        67012 |       2 |        1 |      1 |        5 |        2 |
| world1          |   68846 |        52465 |       5 |        2 |      1 |        7 |        5 |
| world2          |   68846 |        67341 |       3 |        2 |      1 |        7 |        3 |
| world3          |   68846 |        67370 |       5 |        2 |      1 |        7 |        6 |
| world4          |   68846 |        57063 |       3 |        2 |      1 |        7 |        3 |
| world5          |   68846 |        67360 |       3 |        2 |      1 |        7 |        2 |
| world6          |   68846 |        67348 |       4 |        2 |      1 |        7 |        4 |
| world7          |   68846 |        67368 |       3 |        2 |      1 |        7 |        3 |
| libtemp         |   68846 |        65267 |      54 |       21 |      0 |      100 |       50 |
| contemp         |   68846 |        65246 |      58 |       19 |      0 |      100 |       60 |
| prottemp        |   68846 |        64313 |      69 |       21 |      0 |      100 |       70 |
| cathtemp        |   68846 |        64275 |      66 |       22 |      0 |      100 |       70 |
| jewtemp         |   68846 |        64359 |      61 |       21 |      0 |      100 |       60 |
| mslmtemp        |   68846 |        68053 |      48 |       23 |      0 |      100 |       50 |
| fepriest        |   68846 |        68484 |       2 |        1 |      1 |        4 |        2 |
| feclergy        |   68846 |        67873 |       1 |        0 |      1 |        2 |        1 |
| relgrade        |   68846 |        67896 |       3 |        2 |      1 |        6 |        2 |
| racmar          |   68846 |        40062 |       2 |        0 |      1 |        2 |        2 |
| racmar10        |   68846 |        67100 |       2 |        0 |      1 |        2 |        2 |
| racdin          |   68846 |        56813 |       3 |        1 |      1 |        3 |        3 |
| racpush         |   68846 |        49401 |       2 |        1 |      1 |        4 |        2 |
| racseg          |   68846 |        49295 |       3 |        1 |      1 |        4 |        4 |
| racopen         |   68846 |        35581 |       2 |        1 |      1 |        3 |        2 |
| raclive         |   68846 |         8692 |       1 |        0 |      1 |        2 |        1 |
| racclos         |   68846 |        54419 |       1 |        0 |      1 |        2 |        1 |
| racdis          |   68846 |        54530 |       2 |        1 |      1 |        4 |        2 |
| racinteg        |   68846 |        55737 |       2 |        0 |      1 |        3 |        2 |
| racobjct        |   68846 |        67526 |       3 |        0 |      1 |        3 |        3 |
| rachome         |   68846 |        46072 |       2 |        0 |      1 |        2 |        2 |
| racschol        |   68846 |        58901 |       1 |        0 |      1 |        2 |        1 |
| racfew          |   68846 |        47348 |       2 |        0 |      1 |        2 |        2 |
| rachaf          |   68846 |        48794 |       2 |        0 |      1 |        2 |        2 |
| racmost         |   68846 |        52739 |       2 |        0 |      1 |        2 |        2 |
| busing          |   68846 |        45960 |       2 |        0 |      1 |        2 |        2 |
| busing10        |   68846 |        67168 |       2 |        0 |      1 |        2 |        2 |
| racpres         |   68846 |        45634 |       1 |        0 |      1 |        2 |        1 |
| racjob          |   68846 |        67514 |       1 |        0 |      1 |        2 |        1 |
| racchurh        |   68846 |        54084 |       2 |        1 |      1 |        3 |        2 |
| color           |   68846 |        68351 |       3 |        1 |      1 |        5 |        3 |
| racname         |   68846 |        68343 |       4 |        3 |      1 |        8 |        1 |
| rachisch        |   68846 |        68346 |       2 |        1 |      0 |        3 |        1 |
| racmix          |   68846 |        68338 |       2 |        1 |      1 |        3 |        2 |
| racneigh        |   68846 |        68388 |       3 |        1 |      1 |        4 |        3 |
